Price,Year,Kilometer,Seating Capacity,Fuel Tank Capacity,Make,Model,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain
240000.0,2013.0,64000.0,5.0,32.0,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],Petrol,Manual,Faizabad,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD
240000.0,2010.0,78000.0,5.0,10.0,Volkswagen,Polo Comfortline 1.2L (P),Petrol,Manual,Ludhiana,White,Second,Individual,0,0,0,0
935000.0,2019.0,56000.0,5.0,35.0,Honda,Amaze 1.5 VX i-DTEC,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
775000.0,2018.0,39000.0,5.0,37.0,Maruti Suzuki,Baleno Alpha Automatic,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
950000.0,2017.0,55000.0,5.0,60.0,Mahindra,Scorpio S4 1.99 [2016-2017],Diesel,Manual,Patna,White,Second,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
549000.0,2018.0,53000.0,5.0,43.0,Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,Petrol,Automatic,Hyderabad,White,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
645000.0,2021.0,1374.0,5.0,40.0,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],CNG,Manual,Mumbai,Grey,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
3400000.0,2018.0,68000.0,5.0,66.0,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
645000.0,2019.0,35000.0,5.0,45.0,Hyundai,Elite i20 Sportz 1.2 [2016-2017],Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
2600000.0,2016.0,39000.0,5.0,65.0,BMW,5-Series 520d M Sport,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1375000.0,2011.0,62000.0,5.0,63.0,Audi,A4 2.0 TDI (177bhp) Premium,Diesel,Automatic,Chennai,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD
1340000.0,2021.0,11000.0,5.0,40.0,Honda,City V CVT Petrol [2017-2019],Petrol,Automatic,Mumbai,Black,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
840000.0,2020.0,11000.0,5.0,37.0,Maruti Suzuki,Swift ZXi Plus [2018-2019],Petrol,Manual,Bangalore,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
525000.0,2014.0,102000.0,5.0,42.0,Maruti Suzuki,Swift DZire VXI,Petrol,Manual,Salem,Grey,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
625000.0,2022.0,7000.0,5.0,40.0,Maruti Suzuki,Eeco 7 STR STD (O),Petrol,Manual,Hyderabad,Grey,First,Individual,1196 cc,72 bhp @ 6000 rpm,98 Nm @ 3000 rpm,RWD
215000.0,2012.0,20000.0,5.0,32.0,Hyundai,Eon Sportz,Petrol,Manual,Mumbai,Grey,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
595000.0,2019.0,25000.0,5.0,43.0,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
4085001.5,2022.0,22000.0,5.0,54.0,Audi,A4 Premium Plus 40 TFSI,Petrol,Automatic,Delhi,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD
750000.0,2018.0,65000.0,5.0,37.0,Maruti Suzuki,Swift VDi,Diesel,Manual,Hyderabad,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
550000.0,2013.0,47000.0,5.0,52.0,Ford,Ecosport Titanium 1.5 Ti-VCT,Petrol,Manual,Indore,Black,First,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD
450000.0,2016.0,136500.0,5.0,50.0,Renault,Duster 110 PS RXZ 4X2 MT Diesel,Diesel,Manual,Ranchi,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
4085001.5,2016.0,27011.0,5.0,10.0,BMW,X5 xDrive30d Pure Experience (5 Seater),Diesel,Automatic,Chandigarh,White,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
2700000.0,2018.0,45545.0,5.0,56.0,Jaguar,XE Prestige Diesel,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD
4085001.5,2018.0,18000.0,5.0,90.0,Mercedes-Benz,GLE 350 d,Diesel,Automatic,Chandigarh,Black,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD
565000.0,2014.0,72782.0,5.0,45.0,Volkswagen,Polo Comfortline 1.2L (P),Petrol,Manual,Bangalore,Grey,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
369000.0,2017.0,16800.0,5.0,35.0,Maruti Suzuki,Alto VXi [2014-2019],Petrol,Manual,Mumbai,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1090000.0,2019.0,40900.0,5.0,42.0,Toyota,Yaris V CVT,Petrol,Automatic,Pune,Red,First,Corporate,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD
580000.0,2017.0,39000.0,5.0,40.0,Honda,WR-V VX MT Petrol,Petrol,Manual,Guwahati,White,First,Corporate,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
2199000.0,2016.0,77000.0,5.0,63.0,BMW,X1 sDrive20d xLine,Diesel,Automatic,Surat,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1251000.0,2018.0,120000.0,5.0,60.0,Mahindra,Scorpio S11 2WD 7 STR,Diesel,Manual,Ranchi,Black,Second,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD
540000.0,2017.0,38700.0,5.0,35.0,Honda,Amaze 1.2 SX i-VTEC,Petrol,Manual,Meerut,Maroon,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1245000.0,2021.0,7239.0,5.0,45.0,Maruti Suzuki,XL6 Zeta MT Petrol,Petrol,Manual,Udupi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
4085001.5,2020.0,14000.0,5.0,57.0,BMW,3-Series 330i M Sport Edition,Petrol,Automatic,Mumbai,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD
365000.0,2014.0,76000.0,5.0,43.0,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,Petrol,Manual,Ernakulam,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
4085001.5,2020.0,11000.0,5.0,50.0,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],Diesel,Automatic,Pune,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
825000.0,2019.0,81300.0,5.0,48.0,Maruti Suzuki,Vitara Brezza VDi,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
325000.0,2013.0,76000.0,5.0,45.0,Volkswagen,Polo GT TDI,Diesel,Manual,Lucknow,White,First,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
400000.0,2018.0,91460.0,5.0,35.0,Tata,Tiago Revotron XM (O) [2016-2019],Petrol,Manual,Kanpur,Black,First,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
3600000.0,2018.0,45000.0,5.0,57.0,Land Rover,Evoque HSE Dynamic,Diesel,Automatic,Delhi,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
671000.0,2013.0,47000.0,5.0,60.0,Mahindra,Scorpio LX BS-IV,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
3400000.0,2018.0,50000.0,5.0,66.0,Mercedes-Benz,GLC 220 d Progressive,Diesel,Automatic,Delhi,Blue,First,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD
3200000.0,2014.0,133273.0,5.0,10.0,BMW,7-Series 730Ld,Diesel,Automatic,Pune,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD
775000.0,2017.0,60500.0,5.0,55.0,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,Petrol,Automatic,Surat,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD
2150000.0,2014.0,81000.0,5.0,90.0,Mercedes-Benz,M-Class 350 CDI,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987 cc,234@3800,535@1600,AWD
4085001.5,2020.0,22000.0,5.0,10.0,Land Rover,Discovery 2.0 HSE 4WD Diesel,Diesel,Automatic,Delhi,Red,Second,Individual,1999 cc,237 bhp @ 4000 rpm,430 Nm @ 1400 rpm,AWD
145000.0,2009.0,88000.0,5.0,43.0,Ford,Ikon DuraTorq 1.4 TDCi,Diesel,Manual,Unnao,White,First,Individual,1399 cc,68@4000,160@2000,0
3590000.0,2020.0,19759.0,5.0,44.0,MINI,Cooper D 5 Door,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD
375000.0,2011.0,77000.0,5.0,55.0,Toyota,Corolla Altis 1.8 G,Petrol,Manual,Faridabad,Silver,First,Individual,1794 cc,132@6000,170@4200,FWD
645000.0,2015.0,58200.0,5.0,43.0,Hyundai,Verna Fluidic 1.6 VTVT SX AT,Petrol,Automatic,Mumbai,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
4085001.5,2022.0,4000.0,5.0,58.0,Toyota,Vellfire Hybrid,Hybrid,Automatic,Delhi,Black,First,Individual,2494 cc,115 bhp @ 4700 rpm,198 Nm @ 2800 rpm,AWD
509999.0,2015.0,42000.0,5.0,35.0,Maruti Suzuki,Celerio ZXi,Petrol,Manual,Bangalore,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
545000.0,2013.0,63000.0,5.0,56.0,Hyundai,Elantra 1.8 SX AT,Petrol,Automatic,Mumbai,Silver,First,Individual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD
835000.0,2018.0,42855.0,5.0,40.0,Honda,City V,Petrol,Manual,Pune,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
960000.0,2018.0,24000.0,5.0,50.0,Renault,Duster 85 PS RXS 4X2 MT Diesel,Diesel,Manual,Bangalore,Brown,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
540000.0,2019.0,34000.0,5.0,35.0,Maruti Suzuki,Celerio VXi [2019-2020],Petrol,Manual,Chennai,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1475000.0,2022.0,9500.0,5.0,50.0,Kia,Seltos HTK Plus 1.5 iMT,Petrol,Manual,Delhi,White,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD
3600000.0,2014.0,32000.0,5.0,83.0,Jaguar,XJ 3.0 V6 Portfolio,Diesel,Automatic,Pune,Brown,Second,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD
1175000.0,2018.0,97000.0,5.0,43.0,Hyundai,Verna 1.6 CRDI SX (O),Diesel,Manual,Jaipur,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
475000.0,2014.0,72900.0,5.0,43.0,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
4085001.5,2021.0,28000.0,5.0,85.0,Audi,Q8 Celebration,Petrol,Automatic,Hyderabad,Silver,First,Individual,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,AWD
650000.0,2022.0,6000.0,5.0,37.0,Maruti Suzuki,Swift LXi,Petrol,Manual,Delhi,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
4085001.5,2021.0,24500.0,5.0,68.0,BMW,X4 xDrive30d M Sport X [2019-2020],Diesel,Automatic,Mumbai,Red,First,Corporate,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,AWD
370000.0,2013.0,41000.0,5.0,35.0,Hyundai,i10 Sportz 1.2 AT Kappa2,Petrol,Automatic,Pune,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
875000.0,2018.0,50000.0,5.0,40.0,Honda,City VX (O) MT BL,Petrol,Manual,Patna,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
695000.0,2018.0,66000.0,5.0,37.0,Maruti Suzuki,DZire VDi AMT,Diesel,Automatic,Warangal,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
2275000.0,2022.0,38000.0,5.0,50.0,Tata,Harrier XZA Plus,Diesel,Automatic,Mumbai,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
2700000.0,2021.0,17000.0,5.0,60.0,Jeep,Compass Model S (O) 1.4 Petrol DCT,Petrol,Automatic,Delhi,Blue,First,Individual,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
545000.0,2014.0,74000.0,5.0,43.0,Hyundai,Verna Fluidic 1.6 CRDi SX,Diesel,Manual,Mohali,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
540000.0,2021.0,22000.0,5.0,32.0,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],Petrol,Manual,Gorakhpur,White,First,Individual,0,0,0,0
1099000.0,2018.0,20690.0,5.0,55.0,Skoda,Rapid Style 1.6 MPI AT,Petrol,Automatic,Bangalore,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD
1125000.0,2019.0,40000.0,5.0,43.0,Hyundai,Verna 1.6 CRDI SX,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1299000.0,2018.0,50000.0,5.0,60.0,Hyundai,Creta 1.6 SX Plus AT Petrol,Petrol,Automatic,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1600000.0,2013.0,70000.0,5.0,10.0,BMW,5-Series 525d Luxury Plus,Diesel,Automatic,Mumbai,White,Second,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD
4085001.5,2021.0,20000.0,5.0,83.0,BMW,X6 xDrive40i M Sport,Petrol,Automatic,Chandigarh,Red,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD
1190000.0,2020.0,47248.0,5.0,45.0,Maruti Suzuki,XL6 Alpha AT Petrol,Petrol,Automatic,Jaipur,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
795000.0,2021.0,9000.0,5.0,35.0,Tata,Tigor XZA Plus,Petrol,Automatic,Pune,Brown,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD
459999.0,2013.0,78000.0,5.0,43.0,Hyundai,Verna Fluidic 1.6 CRDi SX,Diesel,Manual,Ahmedabad,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
3400000.0,2018.0,51000.0,5.0,75.0,Audi,A6 35 TDI Matrix,Diesel,Automatic,Hyderabad,Red,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1050000.0,2018.0,34841.0,5.0,55.0,Hyundai,Creta E Plus 1.6 Petrol,Petrol,Manual,Hyderabad,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
385000.0,2014.0,46000.0,5.0,45.0,Hyundai,i20 Magna 1.2,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD
585000.0,2015.0,61000.0,5.0,40.0,Honda,City S Diesel,Diesel,Manual,Ranchi,Grey,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1650000.0,2014.0,55000.0,5.0,50.0,Audi,A3 35 TDI Premium + Sunroof,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
625000.0,2020.0,58736.0,5.0,42.0,Maruti Suzuki,Swift VXi [2014-2017],Petrol,Manual,Kollam,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
910000.0,2019.0,34000.0,5.0,43.0,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],Petrol,Manual,Delhi,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1275000.0,2018.0,47000.0,5.0,70.0,Mahindra,XUV500 W11,Diesel,Manual,Ranchi,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
585000.0,2017.0,47000.0,5.0,45.0,Hyundai,Elite i20 Magna 1.2 [2016-2017],Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1035000.0,2017.0,79000.0,5.0,60.0,Mahindra,Thar CRDe 4x4 Non AC,Diesel,Manual,Mysore,Green,First,Individual,2498 cc,105@3800,247@1800,AWD
1075000.0,2021.0,12020.0,5.0,37.0,Hyundai,Elite i20 Asta 1.2 IVT,Petrol,Automatic,Mumbai,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD
1650000.0,2020.0,7000.0,5.0,50.0,Hyundai,Creta SX 1.5 Diesel [2020-2022],Diesel,Manual,Ahmedabad,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1575000.0,2014.0,15000.0,5.0,63.0,Audi,A4 2.0 TDI (143bhp),Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD
1950000.0,2014.0,82000.0,5.0,67.0,BMW,X3 xDrive20d,Diesel,Automatic,Chandigarh,White,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD
4085001.5,2022.0,6000.0,5.0,65.0,BMW,5-Series 520d Luxury Line [2017-2019],Diesel,Automatic,Mumbai,Grey,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1080000.0,2019.0,68000.0,5.0,60.0,Hyundai,Creta 1.4 S Plus,Diesel,Manual,Bhopal,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD
4085001.5,2017.0,24000.0,5.0,75.0,Audi,Q7 45 TDI Premium Plus,Diesel,Automatic,Gurgaon,White,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
1080000.0,2020.0,56000.0,5.0,45.0,Hyundai,Venue SX (O) 1.5 CRDi,Diesel,Manual,Jalandhar,Blue,First,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD
800000.0,2015.0,25000.0,5.0,70.0,Mahindra,XUV500 W6,Diesel,Manual,Mumbai,Grey,First,Corporate,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
335000.0,2017.0,34000.0,5.0,35.0,Datsun,Go Plus T,Petrol,Manual,Lucknow,Brown,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD
1185000.0,2021.0,10700.0,5.0,45.0,Hyundai,Venue SX 1.0 Turbo iMT,Petrol,Manual,Jaipur,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
894999.0,2021.0,25000.0,5.0,37.0,Hyundai,Elite i20 Sportz 1.2 IVT,Petrol,Automatic,Mumbai,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD
650000.0,2019.0,54000.0,5.0,35.0,Honda,Amaze 1.2 S CVT Petrol [2018-2020],Petrol,Automatic,Varanasi,White,Second,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
550000.0,2014.0,75000.0,5.0,45.0,Hyundai,i20 Sportz 1.4 CRDI,Diesel,Manual,Bangalore,Maroon,First,Individual,1396 cc,90@4000,220@1750,0
550000.0,2016.0,88000.0,5.0,37.0,Maruti Suzuki,Baleno Delta 1.3,Diesel,Manual,Kanpur,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1650000.0,2016.0,136500.0,5.0,64.0,Audi,Q3 35 TDI Premium + Sunroof,Diesel,Automatic,Jaipur,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1600000.0,2022.0,1300.0,5.0,50.0,Skoda,Kushaq Style 1.0L TSI MT,Petrol,Manual,Mumbai,Red,First,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD
1175000.0,2019.0,20000.0,5.0,43.0,Hyundai,Verna 1.6 VTVT SX (O),Petrol,Manual,Delhi,Black,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1995000.0,2018.0,122000.0,5.0,70.0,Mitsubishi,Pajero Select Plus AT,Diesel,Automatic,Kota,Silver,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD
575000.0,2016.0,38000.0,5.0,45.0,Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],Diesel,Manual,Patna,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1975000.0,2021.0,18500.0,5.0,60.0,MG,Hector Sharp 2.0 Diesel Turbo MT,Diesel,Manual,Hyderabad,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1625000.0,2022.0,27800.0,5.0,50.0,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],Diesel,Manual,Gurgaon,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
695000.0,2019.0,46027.0,5.0,42.0,Maruti Suzuki,Swift VXi [2014-2017],Petrol,Manual,Hyderabad,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
875000.0,2018.0,23148.0,5.0,42.0,Toyota,Yaris J CVT [2018-2020],Petrol,Automatic,Bangalore,Red,First,Individual,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD
1495000.0,2017.0,28000.0,5.0,50.0,Skoda,Octavia 1.8 TSI Style Plus AT [2017],Petrol,Automatic,Mumbai,Grey,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
725000.0,2019.0,11874.0,5.0,37.0,Maruti Suzuki,Swift ZXi AMT [2018-2019],Petrol,Automatic,Pune,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
875000.0,2017.0,50000.0,5.0,60.0,Hyundai,Creta E Plus 1.6 Petrol,Petrol,Manual,Mumbai,Silver,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
2250000.0,2014.0,88000.0,5.0,10.0,BMW,5-Series 520d Modern Line,Diesel,Automatic,Bangalore,Black,Third,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
2350000.0,2016.0,75000.0,5.0,80.0,Ford,Endeavour Trend 2.2 4x2 AT,Diesel,Automatic,Mohali,White,Second,Individual,2198 cc,158 bhp @ 3200 rpm,385 Nm @ 1600 rpm,RWD
2690000.0,2019.0,15500.0,5.0,57.0,BMW,3-Series 320d Prestige,Diesel,Automatic,Delhi,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
695000.0,2016.0,82445.0,5.0,43.0,Maruti Suzuki,Ciaz VDi+ SHVS,Diesel,Manual,Hyderabad,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
600000.0,2014.0,75574.0,5.0,40.0,Honda,City V,Petrol,Manual,Jaipur,Others,Second,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
375000.0,2015.0,64000.0,5.0,35.0,Maruti Suzuki,Wagon R LXI CNG,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
315000.0,2012.0,75000.0,5.0,35.0,Hyundai,i10 Sportz 1.2 Kappa2,Petrol,Manual,Pune,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
775000.0,2019.0,14095.0,5.0,52.0,Ford,Ecosport Trend 1.5 Ti-VCT,Petrol,Manual,Delhi,White,First,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD
3075000.0,2017.0,17000.0,5.0,75.0,Audi,A6 35 TDI Matrix,Diesel,Automatic,Delhi,White,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
415000.0,2014.0,70000.0,5.0,50.0,Renault,Duster 110 PS RxZ Diesel,Diesel,Manual,Delhi,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
765000.0,2017.0,68000.0,5.0,45.0,Maruti Suzuki,Ertiga ZDI + SHVS,Diesel,Manual,Delhi,Grey,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
520000.0,2018.0,40000.0,5.0,42.0,Maruti Suzuki,Swift VXi [2014-2017],Petrol,Manual,Patna,Grey,Second,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
3900000.0,2015.0,39000.0,5.0,83.0,Jaguar,XJ 3.0 V6 Portfolio,Diesel,Automatic,Delhi,Black,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD
